dimension,k,seed,significance_level,number_of_ot_points,number_of_monte_carlo_samples,hdr_log_volume,ot_log_volume,log_volume_ratio,log_volume_mc_standard_error,log_inclusion_fraction,log_bounding_box_volume,number_inside,number_of_source_region_points,mean_squared_transport_cost
2,32.0,0,0.1,10000,10000,4.404777463057165,4.502203644778087,-0.09742618172092143,0.00697053872408811,-0.39600994933740985,4.8982135941154965,6730,9030,169.80316179817805
2,32.0,1,0.1,10000,10000,4.404777463057165,4.475560853753624,-0.07078339069645878,0.006878866031448011,-0.3874287456220671,4.862989599375691,6788,8968,166.36382832139253
2,32.0,2,0.1,10000,10000,4.404777463057165,4.481749293937201,-0.07697183088003534,0.006485802519585164,-0.35111897836805284,4.832868272305253,7039,8995,172.11154144430338
2,32.0,3,0.1,10000,10000,4.404777463057165,4.508100107391101,-0.1033226443339359,0.00691991626054412,-0.3912663887083525,4.899366496099454,6762,8970,171.10825014178687
2,32.0,4,0.1,10000,10000,4.404777463057165,4.484120398453525,-0.07934293539635995,0.005832009013563024,-0.2927616181950796,4.776882016648605,7462,8987,169.68084672100252
2,32.0,5,0.1,10000,10000,4.404777463057165,4.482392972903357,-0.0776155098461917,0.005873584191749154,-0.296386513081929,4.778779485985286,7435,8968,170.91835255702796
2,32.0,6,0.1,10000,10000,4.404777463057165,4.530565854125174,-0.1257883910680091,0.007488610570622928,-0.4451939503371616,4.975759804462336,6407,9041,170.49005893652117
2,32.0,7,0.1,10000,10000,4.404777463057165,4.499120445840391,-0.09434298278322562,0.006513820176920077,-0.3536794349589343,4.852799880799325,7021,9020,164.4057964587687
2,32.0,8,0.1,10000,10000,4.404777463057165,4.444620433372466,-0.03984297031530115,0.0064515889186409735,-0.3479984084598371,4.7926188418323035,7061,8961,166.59797452874128
2,32.0,9,0.1,10000,10000,4.404777463057165,4.496077442221404,-0.09129997916423882,0.006302646092825823,-0.3344941942375854,4.8305716364589895,7157,8997,167.23586564433285
2,64.0,0,0.1,10000,10000,4.751351053337137,4.890603115548347,-0.13925206221121034,0.006487358463595214,-0.35126105409465325,5.241864169643001,7038,9030,495.11571828155127
2,64.0,1,0.1,10000,10000,4.751351053337137,4.8760735775095405,-0.12472252417240348,0.006428279803519341,-0.34587631669650776,5.221949894206048,7076,8968,485.3048238313493
2,64.0,2,0.1,10000,10000,4.751351053337137,4.880511217138981,-0.1291601638018438,0.006183535175869807,-0.3237929594641411,5.204304176603122,7234,8995,501.79356561170755
2,64.0,3,0.1,10000,10000,4.751351053337137,4.901903086459112,-0.15055203312197474,0.006576165547020484,-0.3593929200057815,5.261296006464893,6981,8970,498.7444457461054
2,64.0,4,0.1,10000,10000,4.751351053337137,4.878745256932177,-0.12739420359504017,0.00658708837765944,-0.36039614474058723,5.239141401672764,6974,8987,494.80702929321143
2,64.0,5,0.1,10000,10000,4.751351053337137,4.876835748683176,-0.12548469534603868,0.006175809838267958,-0.32310201768304303,5.199937766366219,7239,8968,498.2948687524364
2,64.0,6,0.1,10000,10000,4.751351053337137,4.926239539252821,-0.17488848591568384,0.006991136266974723,-0.3979434667093198,5.324183005962141,6717,9041,497.11173052667186
2,64.0,7,0.1,10000,10000,4.751351053337137,4.886725794007242,-0.13537474067010535,0.006243829476556363,-0.3291987526547153,5.215924546661958,7195,9020,479.49401645348075
2,64.0,8,0.1,10000,10000,4.751351053337137,4.84744206037151,-0.09609100703437257,0.007096008055679385,-0.40781787369176214,5.255259934063272,6651,8961,485.9314066565735
2,64.0,9,0.1,10000,10000,4.751351053337137,4.883051547520705,-0.13170049418356822,0.006250017382815488,-0.329754848873689,5.212806396394394,7191,8997,487.7163995078873
4,32.0,0,0.1,10000,10000,10.897885245010588,12.750616460615166,-1.852731215604578,0.005614893481128498,-0.2740421867477476,13.024658647362914,7603,9052,437176.80841877643
4,32.0,1,0.1,10000,10000,10.897885245010588,12.87320308609667,-1.9753178410860812,0.005065541777130382,-0.22840738098931013,13.10161046708598,7958,8979,441507.27304754604
4,32.0,2,0.1,10000,10000,10.897885245010588,12.893557778614122,-1.9956725336035337,0.0053093025678718495,-0.24833316238787084,13.141890941001993,7801,8995,440890.8932538553
4,32.0,3,0.1,10000,10000,10.897885245010588,12.852586304456354,-1.9547010594457657,0.005547092634356165,-0.26827167893195814,13.120857983388312,7647,8996,452860.65159758297
4,32.0,4,0.1,10000,10000,10.897885245010588,13.126670713694674,-2.2287854686840856,0.004806997648656523,-0.2078855489252298,13.334556262619904,8123,9069,440693.2931659833
4,32.0,5,0.1,10000,10000,10.897885245010588,12.905317982259676,-2.007432737249088,0.005073333711706062,-0.22903587701904904,13.134353859278725,7953,9017,443568.22835956607
4,32.0,6,0.1,10000,10000,10.897885245010588,13.03854881469515,-2.140663569684561,0.005084238784431307,-0.22991643560163944,13.268465250296789,7946,9023,436721.1787701561
4,32.0,7,0.1,10000,10000,10.897885245010588,12.937773595305902,-2.039888350295314,0.005208590764042297,-0.24003541898442826,13.17780901429033,7866,8985,438287.2463570103
4,32.0,8,0.1,10000,10000,10.897885245010588,12.90780331013601,-2.0099180651254223,0.005270597456326883,-0.24513356920582652,13.152936879341837,7826,8965,446804.08950847364
4,32.0,9,0.1,10000,10000,10.897885245010588,12.83633805052334,-1.9384528055127515,0.004898220130452818,-0.21505138141687397,13.051389431940214,8065,9051,441300.4588763019
4,64.0,0,0.1,10000,10000,11.937606015850506,13.972089046430618,-2.0344830305801125,0.005400517594337381,-0.2559250408385907,14.228014087269209,7742,9052,5887162.551838974
4,64.0,1,0.1,10000,10000,11.937606015850506,13.976528697935402,-2.0389226820848965,0.004746999387600981,-0.20321838250694135,14.179747080442343,8161,8979,5945485.88928785
4,64.0,2,0.1,10000,10000,11.937606015850506,13.952701565633362,-2.015095549782856,0.005071775499132746,-0.22891014620854833,14.18161171184191,7954,8995,5937214.244093826
4,64.0,3,0.1,10000,10000,11.937606015850506,13.989575229183563,-2.0519692133330576,0.005340242065976339,-0.25090022835925296,14.240475457542816,7781,8996,6098274.095538303
4,64.0,4,0.1,10000,10000,11.937606015850506,14.263402719473154,-2.3257967036226486,0.004781758761910491,-0.20591777064914218,14.469320490122296,8139,9069,5934523.346534582
4,64.0,5,0.1,10000,10000,11.937606015850506,13.978542726328943,-2.0409367104784373,0.004691560182375491,-0.1989388626173927,14.177481588946335,8196,9017,5973209.959327078
4,64.0,6,0.1,10000,10000,11.937606015850506,14.119703941339042,-2.182097925488536,0.004694732947867641,-0.19918291386936637,14.318886855208408,8194,9023,5881038.400631191
4,64.0,7,0.1,10000,10000,11.937606015850506,14.009497179390362,-2.0718911635398563,0.004882520792370033,-0.21381222388532706,14.223309403275689,8075,8985,5902133.977054222
4,64.0,8,0.1,10000,10000,11.937606015850506,14.00974794134535,-2.0721419254948437,0.004858949918857763,-0.21195636192364553,14.221704303268995,8090,8965,6016781.886712478
